SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,ORIENTAL,CORDOBA,02ISN-115,Ingenio San Nicolas,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,VERACRUZ,ORIENTE,CORDOBA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,207,TRES VALLES,TEMASCAL
SIN,ORIENTAL,CORDOBA,02MVE-115,Metalurgica Veracruzana,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,CORDOBA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,44,CORDOBA,TEMASCAL
SIN,ORIENTAL,CORDOBA,02OME-115,Omealca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,CORDOBA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,117,OMEALCA,TEMASCAL
SIN,ORIENTAL,CORDOBA,02PTD-115,Potrero Dos,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,VERACRUZ,ORIENTE,CORDOBA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,21,ATOYAC,TEMASCAL
SIN,ORIENTAL,CUAUTLA,02AOS-115,Los Arcos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,29,YAUTEPEC,PUEBLA
SIN,ORIENTAL,CUAUTLA,02CIL-115,Cuautla Industrial,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,4,AYALA,PUEBLA
SIN,ORIENTAL,CUAUTLA,02CUA-115,Cuautla,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,6,CUAUTLA,PUEBLA
SIN,ORIENTAL,CUAUTLA,02CUS-115,Cuautla Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,6,CUAUTLA,PUEBLA
SIN,ORIENTAL,CUAUTLA,02ICS-115,Industrial Cuautla Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,4,AYALA,PUEBLA
SIN,ORIENTAL,CUAUTLA,02LOC-115,Lomas Cocoyoc,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,2,ATLATLAHUCAN,PUEBLA
SIN,ORIENTAL,CUAUTLA,02TPL-115,Tepalcingo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,19,TEPALCINGO,PUEBLA
SIN,ORIENTAL,CUAUTLA,02XOX-115,Xoxocotla Maniobras,115,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,GUERRERO - MORELOS,CENTRAL,CUAUTLA,CENTRO SUR,17,MORELOS,4,AYALA,PUEBLA
SIN,ORIENTAL,CUERNAVACA,02CUE-85,Cuernavaca,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUERNAVACA,CENTRO SUR,17,MORELOS,7,CUERNAVACA,PUEBLA
SIN,ORIENTAL,CUERNAVACA,02TBH-85,Tabachines,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUERNAVACA,CENTRO SUR,17,MORELOS,7,CUERNAVACA,PUEBLA
SIN,ORIENTAL,CUERNAVACA,02TMX-85,Temixco,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CUERNAVACA,CENTRO SUR,17,MORELOS,18,TEMIXCO,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02CUX-115,Cuicatlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,177,SAN JUAN BAUTISTA CUICATLAN,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02GIS-115,El Girasol,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,527,SANTOS REYES PAPALO,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02HJP-115,Huajuapan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEON,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02HUJ-69,Huautla de Jimenez,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,374,SANTA CRUZ ACATEPEC,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02ITU-115,Itundujia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,377,SANTA CRUZ ITUNDUJIA,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02LJU-115,Las Juntas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEON,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02NCH-115,Nochixtlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,6,ASUNCION NOCHIXTLAN,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02SMF-115,San Miguel Santa Flor,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,276,SAN MIGUEL SANTA FLOR,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02SSM-115,San Luis Morelia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,484,SANTIAGO TAMAZOLA,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02TAD-115,Tamazulapan Dos,115,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,540,VILLA DE TAMAZULAPAM DEL PROGRESO,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02TCX-115,Tecomaxtlahuaca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,348,SAN SEBASTIAN TECOMAXTLAHUACA,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02TIL-69,Tilapa,69,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,21,PUEBLA,35,COXCATLAN,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02TXI-115,Tlaxiaco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,397,HEROICA CIUDAD DE TLAXIACO,PUEBLA
SIN,ORIENTAL,HUAJUAPAN,02YOL-115,Yolomecatl,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,HUAJUAPAN,SURESTE,20,OAXACA,499,SANTIAGO YOLOMECATL,PUEBLA
SIN,ORIENTAL,HUATULCO,02CNJ-115,Conejos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,HUATULCO,SURESTE,20,OAXACA,413,SANTA MARIA HUATULCO,TEMASCAL
SIN,ORIENTAL,HUATULCO,02HCO-115,Huatulco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,HUATULCO,SURESTE,20,OAXACA,413,SANTA MARIA HUATULCO,TEMASCAL
SIN,ORIENTAL,HUATULCO,02PIN-115,Pinotepa Nacional,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,HUATULCO,SURESTE,20,OAXACA,482,SANTIAGO PINOTEPA NACIONAL,TEMASCAL
SIN,ORIENTAL,HUATULCO,02POC-115,Pochutla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,HUATULCO,SURESTE,20,OAXACA,439,SANTA MARIA TONAMECA,TEMASCAL
SIN,ORIENTAL,HUATULCO,02PUE-115,Puerto Escondido,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,HUATULCO,SURESTE,20,OAXACA,318,SAN PEDRO MIXTEPEC,TEMASCAL
SIN,ORIENTAL,HUATULCO,02RSO-115,Santa Rosa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,HUATULCO,SURESTE,20,OAXACA,334,VILLA DE TUTUTEPEC,TEMASCAL
SIN,ORIENTAL,IGUALA,02AXM-115,Apaxtla Maniobras,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,6,APAXTLA,ACAPULCO
SIN,ORIENTAL,IGUALA,02BAA-115,Balsas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,IGUALA,CENTRO SUR,12,GUERRERO,17,COCULA,ACAPULCO
SIN,ORIENTAL,IGUALA,02CRL-115,El Caracol,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,6,APAXTLA,ACAPULCO
SIN,ORIENTAL,IGUALA,02CRL-230,El Caracol,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,GUERRERO - MORELOS,CENTRAL,ALTAMIRANO,CENTRO SUR,12,GUERRERO,6,APAXTLA,ACAPULCO
SIN,ORIENTAL,IGUALA,02HEL-115,Helipuerto,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,IGUALA,CENTRO SUR,12,GUERRERO,35,IGUALA DE LA INDEPENDENCIA,ACAPULCO
SIN,ORIENTAL,IGUALA,02IGU-115,Iguala,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,IGUALA,CENTRO SUR,12,GUERRERO,35,IGUALA DE LA INDEPENDENCIA,ACAPULCO
SIN,ORIENTAL,IGUALA,02MLU-115,Media Luna,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,IGUALA,CENTRO SUR,12,GUERRERO,17,COCULA,ACAPULCO
SIN,ORIENTAL,IGUALA,02MZL-115,Mezcala,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,IGUALA,CENTRO SUR,12,GUERRERO,75,EDUARDO NERI,ACAPULCO
SIN,ORIENTAL,IGUALA,02TCE-115,Tlacotepec,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,CHILPANCINGO,CENTRO SUR,12,GUERRERO,32,GENERAL HELIODORO CASTILLO,ACAPULCO
SIN,ORIENTAL,IGUALA,02TXO-115,Taxco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,IGUALA,CENTRO SUR,12,GUERRERO,55,TAXCO DE ALARCON,ACAPULCO
SIN,ORIENTAL,IZUCAR,02ACA-115,Acatlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,3,ACATLAN,PUEBLA
SIN,ORIENTAL,IZUCAR,02AEN-115,Atencingo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,51,CHIETLA,PUEBLA
SIN,ORIENTAL,IZUCAR,02ATC-115,Atlixco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,19,ATLIXCO,PUEBLA
SIN,ORIENTAL,IZUCAR,02IZD-115,Izucar de Matamoros Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,85,IZUCAR DE MATAMOROS,PUEBLA
SIN,ORIENTAL,IZUCAR,02IZM-115,Izucar de Matamoros,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,85,IZUCAR DE MATAMOROS,PUEBLA
SIN,ORIENTAL,IZUCAR,02LPA-115,Las Palomas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,59,CHINANTLA,PUEBLA
SIN,ORIENTAL,IZUCAR,02MEC-115,Metepec,115,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PUEBLA - TLAXCALA,CENTRAL,IZUCAR DE MATAMOROS,CENTRO ORIENTE,21,PUEBLA,19,ATLIXCO,PUEBLA
SIN,ORIENTAL,LOS RIOS,02CEM-115,Cementos Apasco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02CPX-115,Ciudad Pemex,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02EZA-115,Zapata Poniente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,7,EMILIANO ZAPATA,TABASCO
SIN,ORIENTAL,LOS RIOS,02LCJ-115,Lacanja,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,7,CHIAPAS,59,OCOSINGO,TABASCO
SIN,ORIENTAL,LOS RIOS,02LEP-115,Conalep,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02LVA-115,La Curva,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02MCD-115,Macuspana Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02MCP-115,Macuspana,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,VILLAHERMOSA,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02PLQ-115,Palenque,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,7,CHIAPAS,65,PALENQUE,TABASCO
SIN,ORIENTAL,LOS RIOS,02TNQ-115,Tenosique,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,17,TENOSIQUE,TABASCO
SIN,ORIENTAL,LOS RIOS,02ZOP-115,El Zopo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,27,TABASCO,12,MACUSPANA,TABASCO
SIN,ORIENTAL,LOS RIOS,02ZPD-115,Zapata Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,LOS RIOS,SURESTE,7,CHIAPAS,65,PALENQUE,TABASCO
SIN,ORIENTAL,LOS TUXTLAS,02ADS-115,Andres Dos San,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,LOS TUXTLAS,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,141,SAN ANDRES TUXTLA,TEMASCAL
SIN,ORIENTAL,LOS TUXTLAS,02CHP-115,Chilapan,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,LOS TUXTLAS,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,141,SAN ANDRES TUXTLA,TEMASCAL
SIN,ORIENTAL,LOS TUXTLAS,02CTO-115,Catemaco,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,LOS TUXTLAS,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,32,CATEMACO,TEMASCAL
SIN,ORIENTAL,LOS TUXTLAS,02HOC-115,Hueyapan de Ocampo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,LOS TUXTLAS,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,73,HUEYAPAN DE OCAMPO,TEMASCAL
SIN,ORIENTAL,LOS TUXTLAS,02LRD-115,Lerdo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,LOS TUXTLAS,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,97,LERDO DE TEJADA,TEMASCAL
SIN,ORIENTAL,MORELOS,02CBE-400,Ciclo Combinado Centro,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,6,CUAUTLA,PUEBLA
SIN,ORIENTAL,MORELOS,02CIO-85,Centenario,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,28,XOCHITEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02CIV-115,Civac,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,11,JIUTEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02CUM-230,Cementos Moctezuma,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,8,EMILIANO ZAPATA,PUEBLA
SIN,ORIENTAL,MORELOS,02JIU-115,Jiutepec,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,11,JIUTEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02JJT-115,Jojutla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,12,JOJUTLA,PUEBLA
SIN,ORIENTAL,MORELOS,02NSN-115,Nissan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,7,CUERNAVACA,PUEBLA
SIN,ORIENTAL,MORELOS,02PTI-85,Puente de Ixtla,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,14,MAZATEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02TEZ-115,Tezoyuca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,8,EMILIANO ZAPATA,PUEBLA
SIN,ORIENTAL,MORELOS,02TJA-115,Tejalpa,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,11,JIUTEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02TLZ-85,Tlaltizapan,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,12,JOJUTLA,PUEBLA
SIN,ORIENTAL,MORELOS,02UNL-115,Uniliver,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,11,JIUTEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02XCH-85,Xochicalco,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,14,MAZATEPEC,PUEBLA
SIN,ORIENTAL,MORELOS,02YCP-230,Yecapixtla,230,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,30,YECAPIXTLA,PUEBLA
SIN,ORIENTAL,MORELOS,02ZAP-85,Zapata,85,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,GUERRERO - MORELOS,CENTRAL,MORELOS,CENTRO SUR,17,MORELOS,18,TEMIXCO,PUEBLA
SIN,ORIENTAL,OAXACA,02EJT-115,Ejutla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,TEMASCAL
SIN,ORIENTAL,OAXACA,02ETX-115,Etla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,77,REYES ETLA,TEMASCAL
SIN,ORIENTAL,OAXACA,02HTP-115,Huixtepec,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,295,SAN PABLO HUIXTEPEC,TEMASCAL
SIN,ORIENTAL,OAXACA,02IXJ-115,Ixtlan de Juarez,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,42,IXTLAN DE JUAREZ,IXTEPEC
SIN,ORIENTAL,OAXACA,02JTL-115,San Jacinto Tlacotepec,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,158,SAN JACINTO TLACOTEPEC,TEMASCAL
SIN,ORIENTAL,OAXACA,02MCN-115,Minera Cuzcatlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,72,SAN JOSE DEL PROGRESO,TEMASCAL
SIN,ORIENTAL,OAXACA,02MHT-115,Miahuatlan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,TEMASCAL
SIN,ORIENTAL,OAXACA,02MTX-115,Mitla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,298,SAN PABLO VILLA DE MITLA,TEMASCAL
SIN,ORIENTAL,OAXACA,02MUD-115,Miahuatlan Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,TEMASCAL
SIN,ORIENTAL,OAXACA,02OAP-115,Oaxaca Poniente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,157,SAN JACINTO AMILPAS,TEMASCAL
SIN,ORIENTAL,OAXACA,02OAX-115,Oaxaca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,67,OAXACA DE JUAREZ,TEMASCAL
SIN,ORIENTAL,OAXACA,02OXD-115,Oaxaca Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,87,SAN AGUSTIN YATARENI,TEMASCAL
SIN,ORIENTAL,OAXACA,02RMC-115,Reyes Mantecon,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,115,SAN BARTOLO COYOTEPEC,TEMASCAL
SIN,ORIENTAL,OAXACA,02SFO-115,San Felipe Oaxaca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,107,SAN ANTONIO DE LA CAL,TEMASCAL
SIN,ORIENTAL,OAXACA,02TLE-115,El Tule,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,409,SANTA MARIA DEL TULE,TEMASCAL
SIN,ORIENTAL,OAXACA,02TLL-115,Tlacolula,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,OAXACA,SURESTE,20,OAXACA,551,TLACOLULA DE MATAMOROS,TEMASCAL
SIN,ORIENTAL,ORIZABA,02CMA-115,Cerveceria Moctezuma,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,ORIZABA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,118,ORIZABA,TEMASCAL
SIN,ORIENTAL,ORIZABA,02CVE-115,Cementos Veracruz,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,ORIZABA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,85,IXTACZOQUITLAN,TEMASCAL
SIN,ORIENTAL,ORIZABA,02ECM-115,Escamela,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,VERACRUZ,ORIENTE,ORIZABA,ORIENTE,30,VERACRUZ DE IGNACIO DE LA LLAVE,101,MARIANO ESCOBEDO,TEMASCAL
